date,temperature,humidity,luminosity
2019-12-11 15:12:36.426,21.3,36.7,288
2019-12-11 15:12:34.153,21.3,36.7,286
2019-12-11 15:12:31.878,21.2,36.6,286
2019-12-11 15:12:29.599,21.3,36.7,286
2019-12-11 15:12:27.326,21.2,36.6,286
2019-12-11 15:12:25.048,21.2,36.6,286
2019-12-11 15:12:22.771,21.2,36.5,286
2019-12-11 15:12:20.498,21.3,36.6,288
2019-12-11 15:12:18.221,21.2,36.5,286
2019-12-11 15:12:15.944,21.3,36.6,286
